500 0.133
500 0.127
500 0.135
500 0.128
500 0.130
2500 0.150
2500 0.154
2500 0.147
2500 0.151
2500 0.148
5000 0.186
5000 0.195
5000 0.182
5000 0.199
5000 0.183
15000 0.234
15000 0.258
15000 0.230
15000 0.208
15000 0.218
30000 0.283
30000 0.323
30000 0.279
30000 0.272
30000 0.279
